no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
2,0,1,1,Meal Plan 1,0,Room_Type 1,33,2018,9,10,Online,0,0,0,144.9,1,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,70,2018,6,3,Offline,0,0,0,100,0,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,67,2018,1,29,Offline,0,0,0,57,0,Not_Canceled
2,1,0,4,Not Selected,0,Room_Type 1,10,2018,3,2,Online,0,0,0,76.75,0,Not_Canceled
2,0,2,4,Meal Plan 1,0,Room_Type 1,92,2017,8,7,Online,0,0,0,76.5,2,Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,189,2018,8,8,Offline,0,0,0,72.25,0,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,122,2018,12,8,Online,0,0,0,68,0,Not_Canceled
2,0,3,5,Meal Plan 1,0,Room_Type 1,122,2018,8,21,Offline,0,0,0,72.26,2,Not_Canceled
2,0,0,1,Not Selected,0,Room_Type 1,119,2018,11,10,Online,0,0,0,161.1,1,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,13,2018,11,29,Corporate,1,0,4,75,1,Not_Canceled
2,0,0,1,Meal Plan 2,0,Room_Type 1,83,2017,9,30,Offline,0,0,0,112.2,0,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 5,30,2018,8,25,Offline,0,0,0,137.52,0,Not_Canceled
0,2,0,3,Meal Plan 1,0,Room_Type 2,123,2018,3,30,Online,0,0,0,89.92,0,Canceled
1,0,0,3,Meal Plan 1,0,Room_Type 1,151,2018,1,19,Offline,0,0,0,71,0,Not_Canceled
1,0,1,0,Meal Plan 1,1,Room_Type 1,13,2018,12,5,Online,0,0,0,96,0,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,192,2018,6,24,Offline,0,0,0,95,0,Not_Canceled
1,0,1,0,Meal Plan 1,0,Room_Type 1,6,2018,11,7,Online,0,0,0,197,0,Not_Canceled
1,0,2,2,Meal Plan 1,1,Room_Type 1,11,2018,8,28,Online,0,0,0,131.75,1,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,259,2018,5,5,Online,0,0,0,90,0,Canceled
2,0,0,1,Not Selected,0,Room_Type 1,63,2018,7,23,Online,0,0,0,94.5,2,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,37,2018,10,13,Offline,0,0,0,105,0,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,305,2018,11,4,Online,0,0,0,89,0,Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,2,2018,2,10,Corporate,0,0,0,71,0,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,88,2018,10,7,Corporate,0,0,0,80,0,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,275,2018,10,28,Online,0,0,0,90.95,1,Canceled
1,0,2,1,Meal Plan 1,0,Room_Type 1,1,2018,2,28,Online,0,0,0,60,0,Canceled
2,0,0,1,Not Selected,0,Room_Type 1,20,2018,11,4,Online,0,0,0,100,0,Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 5,105,2018,10,28,Corporate,0,0,0,110.97,0,Not_Canceled
3,0,2,3,Meal Plan 1,0,Room_Type 4,36,2018,7,1,Online,0,0,0,150.3,0,Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,188,2018,6,15,Online,0,0,0,130,0,Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,29,2018,12,2,Corporate,0,0,0,66.18,1,Not_Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 1,6,2017,9,27,Online,0,0,0,136.75,1,Not_Canceled
2,0,1,4,Meal Plan 2,0,Room_Type 1,26,2018,4,18,Offline,0,0,0,133.8,0,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,4,2018,12,16,Offline,0,0,0,70,0,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,1,2018,7,27,Corporate,0,0,0,65,0,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,256,2017,9,14,Offline,0,0,0,76.67,0,Not_Canceled
2,0,0,1,Not Selected,0,Room_Type 1,41,2018,9,2,Online,0,0,0,99,0,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,2,2018,3,23,Online,0,0,0,136,1,Not_Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,119,2018,6,15,Online,0,0,0,119.85,1,Canceled
2,0,0,1,Meal Plan 2,0,Room_Type 1,55,2018,4,6,Offline,0,0,0,104,0,Not_Canceled
2,0,0,1,Not Selected,0,Room_Type 1,18,2017,9,15,Offline,0,0,0,76.8,0,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,58,2018,3,14,Online,0,0,0,78.3,1,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,180,2017,10,16,Online,0,0,0,70,0,Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,55,2018,2,5,Online,0,0,0,59.28,1,Not_Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,256,2018,6,15,Online,0,0,0,115,1,Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 4,52,2018,5,28,Online,0,0,0,140.4,0,Canceled
1,1,1,3,Meal Plan 1,0,Room_Type 1,173,2018,7,11,Online,0,0,0,65.49,1,Not_Canceled
1,0,0,1,Not Selected,0,Room_Type 1,27,2018,1,5,Offline,0,0,0,64.8,0,Not_Canceled
2,0,1,0,Not Selected,0,Room_Type 1,20,2018,6,26,Online,0,0,0,89,1,Not_Canceled
2,0,2,1,Not Selected,0,Room_Type 1,33,2018,7,23,Online,0,0,0,125.1,1,Not_Canceled
3,0,0,4,Meal Plan 1,0,Room_Type 4,0,2018,8,30,Online,0,0,0,142.2,1,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 4,9,2018,8,26,Online,0,0,0,151.67,1,Canceled
2,0,2,0,Not Selected,0,Room_Type 1,61,2018,7,17,Online,0,0,0,94.5,0,Canceled
2,0,2,6,Meal Plan 1,0,Room_Type 4,77,2018,3,23,Offline,0,0,0,56,0,Not_Canceled
2,0,0,1,Not Selected,0,Room_Type 1,3,2018,8,23,Online,0,0,0,139,1,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,75,2018,4,15,Online,0,0,0,97.33,1,Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 4,49,2017,11,12,Offline,0,0,0,60,0,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,27,2018,6,9,Offline,0,0,0,120,0,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,28,2017,11,13,Offline,0,0,0,85.6,1,Not_Canceled
2,0,1,4,Meal Plan 1,0,Room_Type 1,275,2018,10,5,Online,0,0,0,90,0,Canceled
2,0,4,10,Meal Plan 1,0,Room_Type 1,171,2018,7,20,Online,0,0,0,104.39,1,Canceled
2,0,2,3,Meal Plan 2,0,Room_Type 4,68,2018,4,1,Online,0,0,0,130.9,1,Not_Canceled
3,0,2,2,Meal Plan 1,0,Room_Type 4,154,2018,10,16,Online,0,0,0,151.2,0,Canceled
2,0,1,2,Not Selected,0,Room_Type 1,62,2018,4,25,Online,0,0,0,94.8,0,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,14,2018,3,16,Offline,0,0,0,82.4,0,Not_Canceled
1,2,1,3,Meal Plan 2,0,Room_Type 6,13,2018,4,25,Online,0,0,0,260.5,0,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,42,2017,11,20,Offline,0,0,0,63,2,Not_Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,346,2018,9,13,Online,0,0,0,115,1,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,87,2018,6,9,Online,0,0,0,97.71,1,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,51,2018,9,10,Offline,0,0,0,85.5,1,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 4,5,2018,4,20,Online,0,0,0,89.32,0,Not_Canceled
3,0,0,3,Meal Plan 1,0,Room_Type 4,76,2018,9,15,Online,0,0,0,168.3,3,Not_Canceled
2,2,2,1,Meal Plan 1,0,Room_Type 6,199,2018,7,23,Online,0,0,0,168.3,2,Canceled
2,0,1,2,Meal Plan 2,0,Room_Type 1,418,2018,9,26,Online,0,0,0,107,0,Canceled
1,0,1,2,Meal Plan 1,0,Room_Type 1,56,2018,11,11,Online,0,0,0,100.67,1,Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,106,2017,12,4,Online,0,0,0,72.25,2,Canceled
2,0,2,4,Not Selected,0,Room_Type 1,34,2017,9,13,Online,0,0,0,94.95,1,Not_Canceled
2,0,1,0,Meal Plan 1,0,Room_Type 4,0,2018,5,23,Online,0,0,0,176,1,Not_Canceled
2,2,1,2,Meal Plan 1,0,Room_Type 6,26,2018,9,19,Online,0,0,0,232.33,0,Canceled
2,0,0,1,Not Selected,0,Room_Type 1,184,2018,10,12,Online,0,0,0,98.1,0,Canceled
2,1,1,3,Meal Plan 1,0,Room_Type 1,35,2018,9,5,Online,0,0,0,127.44,1,Not_Canceled
2,1,1,0,Meal Plan 1,0,Room_Type 1,3,2017,8,23,Online,0,0,0,90,3,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2017,12,11,Complementary,1,0,11,0,1,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,104,2017,12,3,Offline,0,0,0,75,0,Not_Canceled
2,0,2,1,Meal Plan 2,0,Room_Type 1,117,2017,8,1,Online,0,0,0,94.5,0,Canceled
2,0,0,4,Not Selected,0,Room_Type 1,29,2018,4,6,Offline,0,0,0,85,0,Not_Canceled
2,1,1,2,Meal Plan 1,0,Room_Type 1,0,2018,6,13,Offline,0,0,0,80.75,1,Not_Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 4,35,2018,9,25,Online,0,0,0,137.34,2,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,47,2018,2,19,Online,0,0,0,80.3,1,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,37,2018,10,13,Offline,0,0,0,105,0,Not_Canceled
2,0,0,2,Not Selected,1,Room_Type 1,9,2018,8,23,Online,0,0,0,137,2,Not_Canceled
1,0,0,3,Meal Plan 2,0,Room_Type 1,13,2018,4,26,Offline,0,0,0,73,0,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,332,2018,9,22,Online,0,0,0,77.23,2,Not_Canceled
2,0,0,3,Not Selected,0,Room_Type 1,130,2018,6,2,Online,0,0,0,116.1,0,Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,4,2018,3,11,Online,0,0,0,109,2,Not_Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 4,48,2018,4,1,Online,0,0,0,131.4,0,Canceled
2,0,0,2,Meal Plan 1,1,Room_Type 1,166,2018,9,30,Online,0,0,0,99.78,1,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,37,2018,11,17,Online,0,0,0,104,2,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,277,2018,11,13,Online,0,0,0,60.29,4,Not_Canceled
1,1,0,3,Meal Plan 1,0,Room_Type 4,103,2018,10,26,Online,0,0,0,123.3,0,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 4,94,2018,4,15,Online,0,0,0,81.08,1,Not_Canceled
2,0,0,1,Not Selected,0,Room_Type 1,1,2018,4,16,Online,0,0,0,89,1,Not_Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,265,2018,6,24,Online,0,0,0,115,1,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 6,3,2018,10,6,Online,0,0,0,175.56,1,Not_Canceled
2,0,0,3,Not Selected,0,Room_Type 1,26,2018,3,3,Online,0,0,0,67.87,0,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,53,2018,5,18,Online,0,0,0,126.9,0,Canceled
1,0,2,2,Meal Plan 1,0,Room_Type 1,202,2018,11,6,Corporate,1,3,6,40,1,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 4,21,2018,9,2,Online,0,0,0,141,1,Canceled
2,0,0,2,Meal Plan 1,1,Room_Type 1,33,2018,3,24,Online,0,0,0,135.9,0,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 7,0,2018,3,9,Complementary,1,3,14,0,1,Not_Canceled
2,0,0,1,Not Selected,0,Room_Type 1,73,2018,9,15,Corporate,0,0,0,100,1,Canceled
2,0,1,2,Not Selected,0,Room_Type 1,40,2018,3,7,Online,0,0,0,73.1,1,Not_Canceled
1,0,0,2,Not Selected,0,Room_Type 1,8,2018,6,14,Online,0,0,0,76.08,0,Not_Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 1,25,2017,11,22,Offline,0,0,0,65,0,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,59,2017,10,29,Offline,0,0,0,85,0,Not_Canceled
2,0,0,2,Not Selected,0,Room_Type 1,31,2018,9,8,Online,0,0,0,112.59,2,Not_Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 1,10,2018,8,13,Online,0,0,0,156,2,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,210,2017,10,8,Offline,0,0,0,72.75,0,Not_Canceled
2,1,0,1,Meal Plan 1,0,Room_Type 1,12,2018,2,6,Online,0,0,0,109,0,Canceled
1,0,0,5,Meal Plan 1,0,Room_Type 1,10,2018,1,19,Online,0,0,0,68.5,2,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,37,2017,9,16,Online,0,0,0,94.5,0,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,133,2018,4,25,Offline,0,0,0,80.75,1,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,102,2018,5,16,Offline,0,0,0,75,0,Not_Canceled
2,0,0,1,Not Selected,0,Room_Type 1,12,2018,2,23,Online,0,0,0,79,0,Canceled
1,0,1,2,Meal Plan 1,0,Room_Type 1,180,2018,10,10,Online,0,0,0,120,0,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,86,2017,9,24,Offline,0,0,0,105,0,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,2,2018,3,2,Corporate,1,0,1,65,0,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 4,82,2018,10,26,Online,0,0,0,80.39,1,Not_Canceled
2,0,1,1,Meal Plan 2,0,Room_Type 5,96,2017,9,28,Online,0,0,0,138,0,Canceled
2,0,2,0,Not Selected,0,Room_Type 1,34,2018,6,26,Online,0,0,0,89.1,1,Not_Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 4,42,2018,11,2,Online,0,0,0,73.37,1,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 4,12,2018,3,2,Online,0,0,0,109.33,0,Canceled
2,0,1,2,Meal Plan 2,0,Room_Type 1,315,2018,9,30,Online,0,0,0,160,0,Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,4,2,Online,0,0,0,6,0,Not_Canceled
2,0,1,4,Not Selected,0,Room_Type 4,56,2017,12,30,Online,0,0,0,105.75,2,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,14,2017,12,26,Online,0,0,0,99.5,0,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,159,2018,2,13,Offline,0,0,0,70,0,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 4,3,2018,11,10,Aviation,0,0,0,95,0,Not_Canceled
1,0,0,3,Meal Plan 1,0,Room_Type 1,64,2018,5,17,Corporate,0,0,0,130,0,Not_Canceled
2,0,2,1,Meal Plan 2,0,Room_Type 1,131,2017,8,15,Online,0,0,0,94.5,0,Canceled
3,0,2,2,Meal Plan 1,0,Room_Type 4,212,2018,10,9,Online,0,0,0,103.84,1,Canceled
2,0,0,4,Meal Plan 2,0,Room_Type 1,100,2018,9,28,Offline,0,0,0,140,1,Not_Canceled
2,0,0,4,Not Selected,0,Room_Type 1,164,2018,8,3,Online,0,0,0,89.25,1,Not_Canceled
2,0,0,1,Not Selected,1,Room_Type 1,1,2018,4,16,Online,0,0,0,89,1,Not_Canceled
3,0,0,3,Meal Plan 1,0,Room_Type 4,176,2018,8,9,Online,0,0,0,137.7,2,Canceled
2,2,2,5,Meal Plan 1,0,Room_Type 6,237,2018,12,28,Online,0,0,0,148.26,0,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,95,2017,12,4,Online,0,0,0,72.25,2,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,236,2017,10,3,Online,0,0,0,89.25,0,Canceled
2,0,2,5,Not Selected,0,Room_Type 1,109,2018,12,20,Online,0,0,0,74.8,1,Not_Canceled
2,0,1,0,Meal Plan 1,0,Room_Type 4,131,2018,12,26,Online,0,0,0,103.5,0,Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,226,2018,10,29,Offline,0,0,0,70,1,Not_Canceled
2,0,0,3,Not Selected,0,Room_Type 1,0,2018,7,5,Online,0,0,0,110.46,1,Not_Canceled
2,2,0,2,Meal Plan 1,0,Room_Type 6,34,2018,3,18,Online,0,0,0,162.45,0,Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,164,2017,10,2,Offline,0,0,0,100,0,Not_Canceled
3,0,2,5,Meal Plan 1,0,Room_Type 1,196,2018,9,12,Online,0,0,0,105.4,0,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,35,2017,9,18,Online,0,0,0,145.35,1,Not_Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 4,68,2018,5,21,Online,0,0,0,132.6,0,Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,145,2018,1,3,Offline,0,0,0,65,0,Not_Canceled
2,1,0,2,Meal Plan 1,0,Room_Type 4,70,2018,9,15,Online,0,0,0,166.9,0,Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 4,96,2018,5,12,Online,0,0,0,132.6,1,Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,27,2018,10,12,Corporate,0,0,0,65,0,Not_Canceled
2,0,0,1,Not Selected,0,Room_Type 1,5,2018,6,2,Online,0,0,0,119,0,Not_Canceled
1,0,1,1,Meal Plan 2,0,Room_Type 1,88,2017,10,5,Offline,0,0,0,90.6,0,Not_Canceled
1,0,2,2,Meal Plan 1,0,Room_Type 1,162,2018,10,14,Online,0,0,0,115,0,Canceled
2,0,0,0,Not Selected,0,Room_Type 1,10,2018,1,17,Online,0,0,0,0,1,Not_Canceled
2,0,2,4,Meal Plan 1,0,Room_Type 1,102,2017,12,19,Online,0,0,0,72.25,1,Canceled
1,0,1,2,Meal Plan 1,0,Room_Type 1,180,2018,10,10,Online,0,0,0,120,0,Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,34,2018,7,9,Online,0,0,0,135.9,1,Not_Canceled
1,0,1,2,Meal Plan 1,0,Room_Type 1,180,2018,10,10,Online,0,0,0,120,0,Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,55,2018,1,25,Online,0,0,0,58.94,1,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,39,2018,12,27,Offline,0,0,0,65,1,Not_Canceled
2,0,2,0,Meal Plan 1,0,Room_Type 1,4,2018,2,7,Offline,0,0,0,87,0,Not_Canceled
2,0,1,4,Meal Plan 1,0,Room_Type 1,85,2018,2,3,Online,0,0,0,71,0,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 4,77,2018,7,7,Online,0,0,0,129.6,0,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,183,2018,9,8,Online,0,0,0,110,0,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,30,2018,8,31,Online,0,0,0,120.53,2,Not_Canceled
2,1,0,2,Meal Plan 2,0,Room_Type 1,49,2018,6,22,Online,0,0,0,160.65,0,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 4,65,2018,9,7,Online,0,0,0,136.8,0,Canceled
2,1,0,2,Meal Plan 1,0,Room_Type 1,6,2018,3,11,Online,0,0,0,127,0,Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 1,115,2018,5,16,Online,0,0,0,114.3,1,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,114,2018,3,23,Offline,0,0,0,40.67,0,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,84,2018,4,1,Online,0,0,0,87.3,1,Not_Canceled
1,0,2,2,Meal Plan 1,0,Room_Type 1,95,2018,7,15,Offline,0,0,0,79.56,0,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,36,2018,8,29,Online,0,0,0,86.63,2,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 4,27,2018,12,8,Online,0,0,0,96.9,2,Not_Canceled
2,1,0,2,Meal Plan 1,0,Room_Type 1,2,2017,8,28,Online,0,0,0,123.5,3,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,11,2017,8,24,Online,0,0,0,90,2,Not_Canceled
2,1,0,1,Meal Plan 2,0,Room_Type 1,32,2018,4,27,Online,0,0,0,165.15,0,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,38,2017,12,13,Online,0,0,0,87,2,Not_Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Offline,0,0,0,109,0,Not_Canceled
2,0,0,2,Meal Plan 1,1,Room_Type 1,1,2018,5,6,Online,0,0,0,158,0,Not_Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 1,54,2017,10,3,Online,0,0,0,74.15,2,Not_Canceled
2,0,2,8,Not Selected,0,Room_Type 1,24,2018,12,15,Online,0,0,0,74.8,1,Not_Canceled
2,0,2,2,Not Selected,0,Room_Type 1,28,2018,5,22,Online,0,0,0,103.55,0,Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,164,2017,10,2,Offline,0,0,0,100,0,Not_Canceled
2,0,0,1,Not Selected,0,Room_Type 1,159,2018,8,26,Online,0,0,0,85.5,0,Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,113,2018,6,30,Online,0,0,0,85,0,Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,119,2018,8,13,Online,0,0,0,88.73,1,Not_Canceled
3,0,0,1,Meal Plan 1,0,Room_Type 4,65,2018,12,3,Online,0,0,0,126,1,Not_Canceled
2,0,2,1,Meal Plan 2,0,Room_Type 1,5,2017,8,15,Offline,0,0,0,94.5,0,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,92,2018,11,11,Offline,0,0,0,90,0,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,193,2018,6,20,Online,0,0,0,120,0,Canceled
3,0,1,3,Meal Plan 1,0,Room_Type 4,237,2018,10,13,Online,0,0,0,134.73,0,Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 4,10,2018,4,23,Online,0,0,0,146,1,Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,5,26,Online,0,0,0,161,0,Canceled
1,0,0,4,Meal Plan 1,0,Room_Type 1,92,2017,10,7,Offline,0,0,0,65,0,Not_Canceled
1,0,0,4,Meal Plan 1,0,Room_Type 1,6,2017,10,6,Online,0,0,0,148.5,1,Not_Canceled
2,0,0,3,Meal Plan 1,1,Room_Type 4,4,2018,1,26,Online,0,0,0,117,1,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,304,2018,11,3,Online,0,0,0,89,0,Canceled
2,0,2,4,Meal Plan 1,0,Room_Type 4,71,2018,5,7,Online,0,0,0,132.6,0,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,317,2018,9,15,Online,0,0,0,120,0,Canceled
2,0,1,3,Not Selected,0,Room_Type 1,7,2018,6,20,Offline,0,0,0,72.25,0,Not_Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,26,2018,11,16,Online,0,0,0,88.4,1,Not_Canceled
2,0,0,3,Meal Plan 2,0,Room_Type 1,71,2018,5,10,Offline,0,0,0,126,1,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 4,24,2018,1,29,Online,0,0,0,87.3,1,Not_Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 4,39,2018,9,27,Online,0,0,0,128.99,1,Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 1,98,2018,6,5,Online,0,0,0,90.97,3,Not_Canceled
2,0,0,1,Not Selected,0,Room_Type 1,0,2018,10,20,Online,1,0,4,150,2,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,273,2018,5,13,Online,0,0,0,95,0,Canceled
3,0,0,1,Meal Plan 1,0,Room_Type 4,19,2018,4,27,Online,0,0,0,167,0,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,56,2018,6,21,Online,0,0,0,99.9,0,Canceled
2,0,0,2,Not Selected,0,Room_Type 1,81,2018,12,2,Online,0,0,0,59.84,0,Not_Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 4,77,2018,7,26,Online,0,0,0,118.8,2,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,37,2018,10,13,Offline,0,0,0,105,0,Not_Canceled
3,0,2,1,Meal Plan 1,0,Room_Type 1,83,2018,7,24,Offline,0,0,0,96.9,1,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,280,2018,12,31,Online,0,0,0,86.7,0,Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,172,2018,6,24,Online,0,0,0,95,0,Canceled
2,0,1,2,Not Selected,0,Room_Type 1,19,2018,11,18,Online,0,0,0,88,2,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,146,2017,12,29,Offline,0,0,0,75,0,Not_Canceled
2,0,2,0,Meal Plan 1,0,Room_Type 1,11,2017,12,6,Online,0,0,0,94.6,1,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,86,2017,9,9,Corporate,0,0,0,100,0,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 4,10,2017,12,11,Online,0,0,0,97,0,Not_Canceled
2,0,2,2,Meal Plan 2,0,Room_Type 1,94,2018,8,14,Online,0,0,0,152.1,0,Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,322,2018,5,19,Online,0,0,0,80,0,Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 4,38,2018,5,13,Online,0,0,0,140.4,0,Canceled
1,0,0,3,Meal Plan 1,0,Room_Type 4,73,2018,6,16,Online,0,0,0,115.04,1,Not_Canceled
2,0,2,7,Not Selected,0,Room_Type 1,4,2017,12,31,Online,0,0,0,90.78,2,Not_Canceled
2,0,0,1,Not Selected,0,Room_Type 1,74,2018,4,8,Online,0,0,0,85.5,0,Canceled
1,0,0,4,Meal Plan 1,0,Room_Type 7,13,2018,2,3,Corporate,0,0,0,102,0,Not_Canceled
3,0,0,2,Meal Plan 1,0,Room_Type 4,44,2018,7,1,Online,0,0,0,150.3,0,Canceled
3,0,2,1,Meal Plan 1,0,Room_Type 1,144,2018,7,23,Online,0,0,0,137.7,0,Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,240,2018,10,27,Online,0,0,0,90.95,2,Not_Canceled
2,0,2,2,Not Selected,0,Room_Type 1,126,2018,5,22,Online,0,0,0,89.25,0,Canceled
